tkepr	kepr	tfit	fit	res
52.4249	-92	38.2418	-101.365	9.36522
52.4542	-93	38.2711	-101.437	8.43679
52.4835	-96	38.3004	-101.508	5.5083
52.5128	-98	38.3297	-101.58	3.5797
52.5421	-100	38.359	-101.651	1.651
52.5714	-100	38.3883	-101.722	1.72224
52.6007	-100	38.4176	-101.793	1.79337
52.63	-97	38.4469	-101.864	4.86443
52.6593	-94	38.4762	-101.935	7.93538
52.6886	-92	38.5055	-102.006	10.0062
52.718	-88	38.5348	-102.077	14.077
52.7473	-87	38.5641	-102.148	15.1477
52.7766	-87	38.5934	-102.218	15.2183
52.8059	-88	38.6227	-102.289	14.2888
52.8352	-88	38.652	-102.359	14.3593
52.8645	-90	38.6813	-102.43	12.4296
52.8938	-93	38.7106	-102.5	9.49985
52.9231	-96	38.7399	-102.57	6.57003
52.9524	-98	38.7692	-102.64	4.6401
52.9817	-100	38.7985	-102.71	2.71008
53.011	-102	38.8278	-102.78	0.780002
53.0403	-102	38.8571	-102.85	0.849809
53.0696	-103	38.8865	-102.92	-0.0804463
53.0989	-102	38.9158	-102.989	0.989188
53.1282	-101	38.9451	-103.059	2.05876
53.1575	-102	38.9744	-103.128	1.12822
53.1868	-102	39.0037	-103.198	1.1976
53.2161	-102	39.033	-103.267	1.26691
53.2454	-101	39.0623	-103.336	2.33612
53.2747	-100	39.0916	-103.405	3.40526
53.304	-99	39.1209	-103.474	4.47429
53.3333	-98	39.1502	-103.543	5.54324
53.3626	-97	39.1795	-103.612	6.61213
53.3919	-96	39.2088	-103.681	7.68091
53.4213	-97	39.2381	-103.75	6.74962
53.4506	-96	39.2674	-103.818	7.81823
53.4798	-97	39.2967	-103.887	6.88676
53.5092	-98	39.326	-103.955	5.95522
53.5385	-101	39.3553	-104.024	3.02358
53.5678	-104	39.3846	-104.092	0.0918753
53.5971	-107	39.4139	-104.16	-2.83994
53.6264	-109	39.4432	-104.228	-4.77183
53.6557	-111	39.4725	-104.296	-6.70379
53.685	-112	39.5018	-104.364	-7.63585
53.7143	-112	39.5311	-104.432	-7.56797
53.7436	-110	39.5604	-104.5	-5.5002
53.7729	-107	39.5897	-104.567	-2.43251
53.8022	-104	39.6191	-104.635	0.635124
53.8315	-102	39.6484	-104.703	2.70265
53.8608	-100	39.6777	-104.77	4.77011
53.8901	-99	39.707	-104.837	5.83747
53.9194	-99	39.7363	-104.905	5.90475
53.9487	-100	39.7656	-104.972	4.97197
53.978	-100	39.7949	-105.039	5.03908
54.0073	-101	39.8242	-105.106	4.10614
54.0366	-102	39.8535	-105.173	3.17309
54.0659	-104	39.8828	-105.24	1.23996
54.0952	-107	39.9121	-105.307	-1.69323
54.1245	-111	39.9414	-105.373	-5.62652
54.1538	-116	39.9707	-105.44	-10.5599
54.1831	-119	40	-105.507	-13.4933
54.2124	-121	40.0293	-105.573	-15.4269
54.2418	-121	40.0586	-105.64	-15.3605
54.2711	-123	40.0879	-105.706	-17.2942
54.3004	-124	40.1172	-105.772	-18.2279
54.3297	-123	40.1465	-105.838	-17.1618
54.359	-123	40.1758	-105.904	-17.0957
54.3883	-123	40.2051	-105.97	-17.0297
54.4176	-122	40.2344	-106.036	-15.9638
54.4469	-122	40.2637	-106.102	-15.8979
54.4762	-121	40.293	-106.168	-14.8322
54.5055	-120	40.3223	-106.233	-13.7665
54.5348	-119	40.3516	-106.299	-12.7009
54.5641	-118	40.381	-106.365	-11.6354
54.5934	-118	40.4103	-106.43	-11.57
54.6227	-118	40.4396	-106.495	-11.5046
54.652	-118	40.4689	-106.561	-11.4393
54.6813	-118	40.4982	-106.626	-11.3741
54.7106	-117	40.5275	-106.691	-10.309
54.7399	-117	40.5568	-106.756	-10.2439
54.7692	-118	40.5861	-106.821	-11.179
54.7985	-119	40.6154	-106.886	-12.1141
54.8278	-118	40.6447	-106.951	-11.0493
54.8571	-115	40.674	-107.015	-7.98454
54.8864	-112	40.7033	-107.08	-4.91987
54.9158	-107	40.7326	-107.145	0.144705
54.9451	-103	40.7619	-107.209	4.2092
54.9744	-99	40.7912	-107.274	8.27364
55.0037	-97	40.8205	-107.338	10.338
55.033	-97	40.8498	-107.402	10.4023
55.0623	-97	40.8791	-107.466	10.4665
55.0916	-97	40.9084	-107.531	10.5306
55.1209	-96	40.9377	-107.595	11.5946
55.1502	-96	40.967	-107.659	11.6586
55.1795	-96	40.9963	-107.723	11.7225
55.2088	-94	41.0256	-107.786	13.7863
55.2381	-92	41.055	-107.85	15.8501
55.2674	-93	41.0843	-107.914	14.9137
55.2967	-95	41.1136	-107.977	12.9773
55.326	-97	41.1429	-108.041	11.0408
55.3553	-98	41.1722	-108.104	10.1043
55.3846	-100	41.2015	-108.168	8.16764
55.4139	-101	41.2308	-108.231	7.23092
55.4432	-103	41.2601	-108.294	5.29413
55.4725	-105	41.2894	-108.357	3.35728
55.5018	-107	41.3187	-108.42	1.42034
55.5311	-109	41.348	-108.483	-0.516653
55.5604	-112	41.3773	-108.546	-3.45374
55.5897	-114	41.4066	-108.609	-5.39091
55.6191	-116	41.4359	-108.672	-7.32813
55.6484	-118	41.4652	-108.735	-9.26544
55.6777	-119	41.4945	-108.797	-10.2028
55.707	-120	41.5238	-108.86	-11.1403
55.7363	-119	41.5531	-108.922	-10.0778
55.7656	-119	41.5824	-108.985	-10.0154
55.7949	-118	41.6117	-109.047	-8.95306
55.8242	-117	41.641	-109.109	-7.89079
55.8535	-116	41.6703	-109.171	-6.82862
55.8828	-114	41.6996	-109.233	-4.76652
55.9121	-114	41.7289	-109.296	-4.70447
55.9414	-114	41.7582	-109.357	-4.64251
55.9707	-114	41.7876	-109.419	-4.58061
56	-113	41.8169	-109.481	-3.5188
56.0293	-115	41.8462	-109.543	-5.45706
56.0586	-115	41.8755	-109.605	-5.39537
56.0879	-114	41.9048	-109.666	-4.33377
56.1172	-113	41.9341	-109.728	-3.27223
56.1465	-114	41.9634	-109.789	-4.21078
56.1758	-114	41.9927	-109.851	-4.1494
56.2051	-114	42.022	-109.912	-4.08807
56.2344	-114	42.0513	-109.973	-4.02683
56.2637	-116	42.0806	-110.034	-5.96564
56.293	-119	42.1099	-110.095	-8.90455
56.3223	-120	42.1392	-110.156	-9.84352
56.3516	-122	42.1685	-110.217	-11.7825
56.3809	-124	42.1978	-110.278	-13.7217
56.4103	-125	42.2271	-110.339	-14.6608
56.4396	-127	42.2564	-110.4	-16.6001
56.4689	-128	42.2857	-110.461	-17.5394
56.4982	-129	42.315	-110.521	-18.4788
56.5275	-130	42.3443	-110.582	-19.4183
56.5568	-131	42.3736	-110.642	-20.3578
56.5861	-133	42.4029	-110.703	-22.2974
56.6154	-134	42.4322	-110.763	-23.2371
56.6447	-134	42.4615	-110.823	-23.1768
56.674	-135	42.4908	-110.883	-24.1166
56.7033	-136	42.5202	-110.944	-25.0565
56.7326	-138	42.5495	-111.004	-26.9964
56.7619	-137	42.5787	-111.064	-25.9365
56.7912	-135	42.6081	-111.123	-23.8765
56.8205	-132	42.6374	-111.183	-20.8167
56.8498	-130	42.6667	-111.243	-18.7569
56.8791	-129	42.696	-111.303	-17.6972
56.9084	-129	42.7253	-111.362	-17.6376
56.9377	-129	42.7546	-111.422	-17.578
56.967	-130	42.7839	-111.482	-18.5185
56.9963	-129	42.8132	-111.541	-17.459
57.0256	-127	42.8425	-111.6	-15.3997
57.0549	-125	42.8718	-111.66	-13.3404
57.0842	-124	42.9011	-111.719	-12.2812
57.1135	-124	42.9304	-111.778	-12.222
57.1429	-124	42.9597	-111.837	-12.1629
57.1722	-124	42.989	-111.896	-12.1039
57.2015	-122	43.0183	-111.955	-10.0449
57.2308	-121	43.0476	-112.014	-8.98601
57.2601	-118	43.0769	-112.073	-5.9272
57.2894	-116	43.1062	-112.132	-3.86842
57.3187	-113	43.1355	-112.19	-0.809739
57.348	-110	43.1648	-112.249	2.2489
57.3773	-110	43.1941	-112.307	2.30745
57.4066	-109	43.2234	-112.366	3.36594
57.4359	-110	43.2527	-112.424	2.42437
57.4652	-111	43.2821	-112.483	1.48273
57.4945	-113	43.3114	-112.541	-0.458969
57.5238	-114	43.3407	-112.599	-1.40075
57.5531	-116	43.37	-112.657	-3.34259
57.5824	-117	43.3993	-112.716	-4.28449
57.6117	-118	43.4286	-112.774	-5.22646
57.641	-118	43.4579	-112.832	-5.16849
57.6703	-117	43.4872	-112.889	-4.1106
57.6996	-117	43.5165	-112.947	-4.05277
57.7289	-118	43.5458	-113.005	-4.99499
57.7582	-119	43.5751	-113.063	-5.9373
57.7876	-121	43.6044	-113.12	-7.87965
57.8169	-125	43.6337	-113.178	-11.8221
57.8462	-127	43.663	-113.235	-13.7646
57.8755	-128	43.6923	-113.293	-14.7071
57.9048	-127	43.7216	-113.35	-13.6498
57.9341	-125	43.7509	-113.408	-11.5924
57.9634	-123	43.7802	-113.465	-9.53519
57.9927	-119	43.8095	-113.522	-5.47801
58.022	-117	43.8388	-113.579	-3.42088
58.0513	-116	43.8681	-113.636	-2.36383
58.0806	-116	43.8974	-113.693	-2.30682
58.1099	-119	43.9267	-113.75	-5.2499
58.1392	-121	43.956	-113.807	-7.19304
58.1685	-124	43.9854	-113.864	-10.1362
58.1978	-128	44.0147	-113.92	-14.0795
58.2271	-129	44.044	-113.977	-15.0228
58.2564	-131	44.0733	-114.034	-16.9662
58.2857	-130	44.1026	-114.09	-15.9097
58.315	-128	44.1319	-114.147	-13.8532
58.3443	-125	44.1612	-114.203	-10.7968
58.3736	-125	44.1905	-114.26	-10.7404
58.4029	-126	44.2198	-114.316	-11.6841
58.4322	-126	44.2491	-114.372	-11.6279
58.4615	-126	44.2784	-114.428	-11.5717
58.4908	-127	44.3077	-114.484	-12.5156
58.5202	-129	44.337	-114.54	-14.4595
58.5495	-132	44.3663	-114.596	-17.4036
58.5787	-135	44.3956	-114.652	-20.3476
58.6081	-138	44.4249	-114.708	-23.2918
58.6374	-139	44.4542	-114.764	-24.236
58.6667	-141	44.4835	-114.82	-26.1802
58.696	-144	44.5128	-114.875	-29.1246
58.7253	-145	44.5421	-114.931	-30.069
58.7546	-147	44.5714	-114.987	-32.0134
58.7839	-147	44.6007	-115.042	-31.9579
58.8132	-147	44.63	-115.098	-31.9025
58.8425	-145	44.6593	-115.153	-29.8471
58.8718	-143	44.6886	-115.208	-27.7918
58.9011	-140	44.718	-115.263	-24.7366
58.9304	-138	44.7473	-115.319	-22.6814
58.9597	-137	44.7766	-115.374	-21.6263
58.989	-136	44.8059	-115.429	-20.5712
59.0183	-136	44.8352	-115.484	-20.5162
59.0476	-137	44.8645	-115.539	-21.4613
59.0769	-137	44.8938	-115.594	-21.4064
59.1062	-137	44.9231	-115.648	-21.3516
59.1355	-136	44.9524	-115.703	-20.2968
59.1648	-134	44.9817	-115.758	-18.2421
59.1941	-131	45.011	-115.813	-15.1875
59.2234	-128	45.0403	-115.867	-12.1329
59.2527	-127	45.0696	-115.922	-11.0784
59.282	-127	45.0989	-115.976	-11.0239
59.3114	-128	45.1282	-116.03	-11.9695
59.3407	-129	45.1575	-116.085	-12.9152
59.37	-130	45.1868	-116.139	-13.8609
59.3993	-130	45.2161	-116.193	-13.8067
59.4286	-130	45.2454	-116.247	-13.7525
59.4579	-130	45.2747	-116.302	-13.6984
59.4872	-127	45.304	-116.356	-10.6444
59.5165	-126	45.3333	-116.41	-9.5904
59.5458	-127	45.3626	-116.464	-10.5365
59.5751	-128	45.3919	-116.517	-11.4826
59.6044	-130	45.4213	-116.571	-13.4288
59.6337	-130	45.4506	-116.625	-13.375
59.663	-131	45.4798	-116.679	-14.3214
59.6923	-132	45.5092	-116.732	-15.2677
59.7216	-134	45.5385	-116.786	-17.2141
59.7509	-134	45.5678	-116.839	-17.1606
59.7802	-134	45.5971	-116.893	-17.1072
59.8095	-134	45.6264	-116.946	-17.0538
59.8388	-133	45.6557	-117	-16.0004
59.8681	-131	45.685	-117.053	-13.9472
59.8974	-129	45.7143	-117.106	-11.8939
59.9267	-128	45.7436	-117.159	-10.8408
59.956	-125	45.7729	-117.212	-7.78765
59.9853	-122	45.8022	-117.265	-4.73459
60.0147	-120	45.8315	-117.318	-2.6816
60.044	-119	45.8608	-117.371	-1.62865
60.0733	-120	45.8901	-117.424	-2.57577
60.1026	-120	45.9194	-117.477	-2.52296
60.1319	-121	45.9487	-117.53	-3.47018
60.1612	-122	45.978	-117.583	-4.41748
60.1905	-123	46.0073	-117.635	-5.36481
60.2198	-123	46.0366	-117.688	-5.31222
60.2491	-123	46.0659	-117.74	-5.25969
60.2784	-123	46.0952	-117.793	-5.20719
60.3077	-123	46.1245	-117.845	-5.15477
60.337	-123	46.1539	-117.898	-5.10239
60.3663	-124	46.1832	-117.95	-6.05009
60.3956	-125	46.2125	-118.002	-6.99783
60.4249	-125	46.2418	-118.054	-6.94562
60.4542	-124	46.2711	-118.107	-5.89348
60.4835	-122	46.3004	-118.159	-3.84138
60.5128	-123	46.3297	-118.211	-4.78936
60.5421	-123	46.359	-118.263	-4.73738
60.5714	-123	46.3883	-118.315	-4.68545
60.6007	-123	46.4176	-118.366	-4.63359
60.63	-122	46.4469	-118.418	-3.58177
60.6593	-124	46.4762	-118.47	-5.53002
60.6886	-125	46.5055	-118.522	-6.47832
60.718	-125	46.5348	-118.573	-6.42667
60.7473	-124	46.5641	-118.625	-5.37508
60.7766	-124	46.5934	-118.676	-5.32354
60.8059	-123	46.6227	-118.728	-4.27206
60.8352	-124	46.652	-118.779	-5.22064
60.8645	-125	46.6813	-118.831	-6.16926
60.8938	-128	46.7106	-118.882	-9.11795
60.9231	-130	46.7399	-118.933	-11.0667
60.9524	-129	46.7692	-118.985	-10.0155
60.9817	-128	46.7985	-119.036	-8.96433
61.011	-126	46.8278	-119.087	-6.91323
61.0403	-124	46.8571	-119.138	-4.86219
61.0696	-122	46.8865	-119.189	-2.81119
61.0989	-120	46.9158	-119.24	-0.760258
61.1282	-119	46.9451	-119.291	0.290635
61.1575	-118	46.9744	-119.341	1.34146
61.1868	-119	47.0037	-119.392	0.392224
61.2161	-121	47.033	-119.443	-1.55704
61.2454	-123	47.0623	-119.494	-3.50638
61.2747	-125	47.0916	-119.544	-5.45576
61.304	-128	47.1209	-119.595	-8.40521
61.3333	-129	47.1502	-119.645	-9.35471
61.3626	-129	47.1795	-119.696	-9.30424
61.3919	-129	47.2088	-119.746	-9.25385
61.4213	-128	47.2381	-119.797	-8.20349
61.4506	-128	47.2674	-119.847	-8.15321
61.4798	-128	47.2967	-119.897	-8.10297
61.5092	-128	47.326	-119.947	-8.05277
61.5385	-128	47.3553	-119.997	-8.00264
61.5678	-128	47.3846	-120.047	-7.95255
61.5971	-127	47.4139	-120.097	-6.90253
61.6264	-126	47.4432	-120.147	-5.85256
61.6557	-125	47.4725	-120.197	-4.80262
61.685	-123	47.5018	-120.247	-2.75276
61.7143	-120	47.5311	-120.297	0.297073
61.7436	-119	47.5604	-120.347	1.34683
61.7729	-120	47.5897	-120.397	0.396544
61.8022	-120	47.6191	-120.446	0.446218
61.8315	-121	47.6484	-120.496	-0.504177
61.8608	-122	47.6777	-120.545	-1.45461
61.8901	-122	47.707	-120.595	-1.40511
61.9194	-121	47.7363	-120.644	-0.355656
61.9487	-120	47.7656	-120.694	0.693759
61.978	-119	47.7949	-120.743	1.74311
62.0073	-119	47.8242	-120.792	1.79242
62.0366	-118	47.8535	-120.842	2.84166
62.0659	-117	47.8828	-120.891	3.89085
62.0952	-117	47.9121	-120.94	3.94001
62.1245	-118	47.9414	-120.989	2.9891
62.1538	-119	47.9707	-121.038	2.03816
62.1831	-121	48	-121.087	0.0871439
62.2124	-122	48.0293	-121.136	-0.863919
62.2418	-124	48.0586	-121.185	-2.81502
62.2711	-125	48.0879	-121.234	-3.76618
62.3004	-126	48.1172	-121.283	-4.71738
62.3297	-128	48.1465	-121.331	-6.66865
62.359	-129	48.1758	-121.38	-7.61996
62.3883	-128	48.2051	-121.429	-6.57131
62.4176	-127	48.2344	-121.477	-5.52273
62.4469	-127	48.2637	-121.526	-5.47418
62.4762	-126	48.293	-121.574	-4.4257
62.5055	-126	48.3223	-121.623	-4.37727
62.5348	-124	48.3516	-121.671	-2.32887
62.5641	-123	48.381	-121.719	-1.28054
62.5934	-123	48.4103	-121.768	-1.23224
62.6227	-122	48.4396	-121.816	-0.184007
62.652	-121	48.4689	-121.864	0.864176
62.6813	-118	48.4982	-121.912	3.91232
62.7106	-115	48.5275	-121.96	6.96041
62.7399	-113	48.5568	-122.008	9.00846
62.7692	-112	48.5861	-122.056	10.0564
62.7985	-113	48.6154	-122.104	9.10438
62.8278	-114	48.6447	-122.152	8.15228
62.8571	-114	48.674	-122.2	8.20012
62.8864	-116	48.7033	-122.248	6.24792
62.9158	-118	48.7326	-122.296	4.29566
62.9451	-119	48.7619	-122.343	3.34335
62.9744	-121	48.7912	-122.391	1.391
63.0037	-122	48.8205	-122.439	0.438594
63.033	-122	48.8498	-122.486	0.486153
63.0623	-121	48.8791	-122.534	1.53365
63.0916	-121	48.9084	-122.581	1.58111
63.1209	-122	48.9377	-122.629	0.628505
63.1502	-122	48.967	-122.676	0.675853
63.1795	-122	48.9963	-122.723	0.723169
63.2088	-123	49.0256	-122.77	-0.229579
63.2381	-123	49.055	-122.818	-0.18236
63.2674	-123	49.0843	-122.865	-0.135205
63.2967	-121	49.1136	-122.912	1.9119
63.326	-121	49.1429	-122.959	1.95898
63.3553	-120	49.1722	-123.006	3.00599
63.3846	-119	49.2015	-123.053	4.05297
63.4139	-118	49.2308	-123.1	5.09988
63.4432	-118	49.2601	-123.147	5.14675
63.4725	-118	49.2894	-123.194	5.19359
63.5018	-117	49.3187	-123.24	6.24036
63.5311	-117	49.348	-123.287	6.2871
63.5604	-118	49.3773	-123.334	5.33378
63.5897	-119	49.4066	-123.38	4.38041
63.6191	-120	49.4359	-123.427	3.42701
63.6484	-118	49.4652	-123.474	5.47354
63.6777	-118	49.4945	-123.52	5.52005
63.707	-118	49.5238	-123.566	5.56649
63.7363	-119	49.5531	-123.613	4.61288
63.7656	-119	49.5824	-123.659	4.65925
63.7949	-119	49.6117	-123.706	4.70555
63.8242	-121	49.641	-123.752	2.75182
63.8535	-121	49.6703	-123.798	2.79802
63.8828	-120	49.6996	-123.844	3.84418
63.9121	-120	49.7289	-123.89	3.89031
63.9414	-119	49.7582	-123.936	4.93638
63.9707	-121	49.7876	-123.982	2.98242
64	-122	49.8169	-124.028	2.02839
64.0293	-123	49.8462	-124.074	1.07432
64.0586	-125	49.8755	-124.12	-0.879781
64.0879	-127	49.9048	-124.166	-2.83395
64.1172	-129	49.9341	-124.212	-4.78814
64.1465	-128	49.9634	-124.258	-3.7424
64.1758	-125	49.9927	-124.303	-0.696699
64.2051	-123	50.022	-124.349	1.34897
64.2344	-120	50.0513	-124.395	4.39458
64.2637	-118	50.0806	-124.44	6.44015
64.293	-117	50.1099	-124.486	7.48567
64.3223	-116	50.1392	-124.531	8.53113
64.3517	-116	50.1685	-124.577	8.57657
64.3809	-116	50.1978	-124.622	8.62195
64.4103	-117	50.2271	-124.667	7.6673
64.4396	-116	50.2564	-124.713	8.71259
64.4689	-116	50.2857	-124.758	8.75783
64.4982	-116	50.315	-124.803	8.80304
64.5275	-117	50.3443	-124.848	7.84819
64.5568	-119	50.3736	-124.893	5.89332
64.5861	-121	50.4029	-124.938	3.93838
64.6154	-122	50.4322	-124.983	2.98339
64.6447	-124	50.4615	-125.028	1.02838
64.674	-123	50.4908	-125.073	2.07331
64.7033	-122	50.5202	-125.118	3.11821
64.7326	-121	50.5495	-125.163	4.16304
64.7619	-120	50.5787	-125.208	5.20784
64.7912	-119	50.6081	-125.253	6.2526
64.8205	-119	50.6374	-125.297	6.29731
64.8498	-119	50.6667	-125.342	6.34198
64.8791	-120	50.696	-125.387	5.3866
64.9084	-123	50.7253	-125.431	2.43117
64.9377	-125	50.7546	-125.476	0.475709
64.967	-125	50.7839	-125.52	0.520192
64.9963	-126	50.8132	-125.565	-0.435354
65.0256	-127	50.8425	-125.609	-1.39096
65.055	-128	50.8718	-125.653	-2.34659
65.0842	-130	50.9011	-125.698	-4.30229
65.1136	-134	50.9304	-125.742	-8.25802
65.1429	-137	50.9597	-125.786	-11.2138
65.1722	-138	50.989	-125.83	-12.1696
65.2015	-141	51.0183	-125.875	-15.1255
65.2308	-142	51.0476	-125.919	-16.0814
65.2601	-141	51.0769	-125.963	-15.0373
65.2894	-140	51.1062	-126.007	-13.9933
65.3187	-138	51.1355	-126.051	-11.9494
65.348	-137	51.1648	-126.095	-10.9054
65.3773	-137	51.1941	-126.138	-10.8616
65.4066	-136	51.2234	-126.182	-9.81773
65.4359	-134	51.2528	-126.226	-7.77393
65.4652	-132	51.282	-126.27	-5.73018
65.4945	-130	51.3114	-126.314	-3.68647
65.5238	-129	51.3407	-126.357	-2.64281
65.5531	-128	51.37	-126.401	-1.5992
65.5824	-128	51.3993	-126.444	-1.55561
65.6117	-128	51.4286	-126.488	-1.51208
65.641	-128	51.4579	-126.531	-1.46858
65.6703	-128	51.4872	-126.575	-1.42514
65.6996	-128	51.5165	-126.618	-1.38174
65.7289	-128	51.5458	-126.662	-1.33837
65.7582	-128	51.5751	-126.705	-1.29505
65.7875	-128	51.6044	-126.748	-1.25176
65.8169	-129	51.6337	-126.791	-2.20853
65.8461	-130	51.663	-126.835	-3.16534
65.8755	-130	51.6923	-126.878	-3.12218
65.9048	-131	51.7216	-126.921	-4.07908
65.9341	-132	51.7509	-126.964	-5.036
65.9634	-132	51.7802	-127.007	-4.99298
65.9927	-132	51.8095	-127.05	-4.95
66.022	-131	51.8388	-127.093	-3.90705
66.0513	-130	51.8681	-127.136	-2.86415
66.0806	-129	51.8974	-127.179	-1.82129
66.1099	-128	51.9267	-127.222	-0.778475
66.1392	-127	51.956	-127.264	0.264296
66.1685	-126	51.9853	-127.307	1.30704
66.1978	-126	52.0147	-127.35	1.34973
66.2271	-125	52.044	-127.392	2.39239
66.2564	-125	52.0733	-127.435	2.43499
66.2857	-125	52.1026	-127.478	2.47755
66.315	-126	52.1319	-127.52	1.52009
66.3443	-127	52.1612	-127.563	0.56257
66.3736	-128	52.1905	-127.605	-0.394977
66.4029	-130	52.2198	-127.647	-2.35258
66.4322	-131	52.2491	-127.69	-3.31022
66.4615	-134	52.2784	-127.732	-6.26789
66.4908	-137	52.3077	-127.774	-9.22561
66.5202	-140	52.337	-127.817	-12.1834
66.5494	-142	52.3663	-127.859	-14.1412
66.5787	-143	52.3956	-127.901	-15.099
66.6081	-143	52.4249	-127.943	-15.0569
66.6374	-143	52.4542	-127.985	-15.0148
66.6667	-142	52.4835	-128.027	-13.9728
66.696	-140	52.5128	-128.069	-11.9308
66.7253	-139	52.5421	-128.111	-10.8888
66.7546	-137	52.5714	-128.153	-8.84691
66.7839	-137	52.6007	-128.195	-8.80504
66.8132	-137	52.63	-128.237	-8.76319
66.8425	-137	52.6593	-128.279	-8.7214
66.8718	-137	52.6886	-128.32	-8.67966
66.9011	-137	52.718	-128.362	-8.63793
66.9304	-136	52.7473	-128.404	-7.59626
66.9597	-135	52.7766	-128.445	-6.55462
66.989	-135	52.8059	-128.487	-6.51303
67.0183	-135	52.8352	-128.529	-6.47147
67.0476	-134	52.8645	-128.57	-5.42996
67.0769	-134	52.8938	-128.612	-5.38849
67.1062	-137	52.9231	-128.653	-8.34704
67.1355	-139	52.9524	-128.694	-10.3057
67.1648	-140	52.9817	-128.736	-11.2643
67.1941	-140	53.011	-128.777	-11.223
67.2234	-141	53.0403	-128.818	-12.1817
67.2528	-141	53.0696	-128.86	-12.1405
67.282	-141	53.0989	-128.901	-12.0993
67.3114	-141	53.1282	-128.942	-12.0581
67.3407	-141	53.1575	-128.983	-12.017
67.37	-140	53.1868	-129.024	-10.9759
67.3993	-139	53.2161	-129.065	-9.93485
67.4286	-137	53.2454	-129.106	-7.89385
67.4579	-136	53.2747	-129.147	-6.85288
67.4872	-135	53.304	-129.188	-5.81196
67.5165	-132	53.3333	-129.229	-2.77108
67.5458	-131	53.3626	-129.27	-1.73022
67.5751	-132	53.3919	-129.311	-2.68942
67.6044	-134	53.4213	-129.351	-4.64864
67.6337	-137	53.4506	-129.392	-7.60792
67.663	-139	53.4798	-129.433	-9.56723
67.6923	-139	53.5092	-129.473	-9.52657
67.7216	-140	53.5385	-129.514	-10.486
67.7509	-139	53.5678	-129.555	-9.44537
67.7802	-138	53.5971	-129.595	-8.40484
67.8095	-138	53.6264	-129.636	-8.36434
67.8388	-137	53.6557	-129.676	-7.32387
67.8681	-135	53.685	-129.717	-5.28345
67.8974	-134	53.7143	-129.757	-4.24306
67.9267	-133	53.7436	-129.797	-3.20271
67.956	-132	53.7729	-129.838	-2.16241
67.9853	-132	53.8022	-129.878	-2.12213
68.0147	-133	53.8315	-129.918	-3.0819
68.044	-135	53.8608	-129.958	-5.0417
68.0733	-134	53.8901	-129.998	-4.00154
68.1026	-133	53.9194	-130.039	-2.96143
68.1319	-134	53.9487	-130.079	-3.92134
68.1612	-135	53.978	-130.119	-4.8813
68.1905	-135	54.0073	-130.159	-4.84128
68.2198	-133	54.0366	-130.199	-2.80132
68.2491	-131	54.0659	-130.239	-0.761393
68.2784	-131	54.0952	-130.279	-0.72149
68.3077	-132	54.1245	-130.318	-1.68164
68.337	-131	54.1539	-130.358	-0.641811
68.3663	-132	54.1831	-130.398	-1.60203
68.3956	-132	54.2125	-130.438	-1.56229
68.4249	-132	54.2418	-130.477	-1.52258
68.4542	-134	54.2711	-130.517	-3.48291
68.4835	-134	54.3004	-130.557	-3.44327
68.5128	-134	54.3297	-130.596	-3.40368
68.5421	-134	54.359	-130.636	-3.36412
68.5714	-135	54.3883	-130.675	-4.32459
68.6007	-136	54.4176	-130.715	-5.28511
68.63	-139	54.4469	-130.754	-8.24566
68.6593	-141	54.4762	-130.794	-10.2062
68.6886	-144	54.5055	-130.833	-13.1669
68.718	-146	54.5348	-130.872	-15.1275
68.7472	-148	54.5641	-130.912	-17.0882
68.7766	-148	54.5934	-130.951	-17.049
68.8059	-148	54.6227	-130.99	-17.0097
68.8352	-147	54.652	-131.029	-15.9706
68.8645	-146	54.6813	-131.069	-14.9314
68.8938	-143	54.7106	-131.108	-11.8923
68.9231	-141	54.7399	-131.147	-9.85318
68.9524	-141	54.7692	-131.186	-9.81414
68.9817	-141	54.7985	-131.225	-9.77513
69.011	-140	54.8278	-131.264	-8.73615
69.0403	-139	54.8571	-131.303	-7.69722
69.0696	-137	54.8864	-131.342	-5.65831
69.0989	-137	54.9158	-131.381	-5.61945
69.1282	-138	54.9451	-131.419	-6.58061
69.1575	-138	54.9744	-131.458	-6.54182
69.1868	-140	55.0037	-131.497	-8.50307
69.2161	-141	55.033	-131.536	-9.46434
69.2454	-143	55.0623	-131.574	-11.4257
69.2747	-145	55.0916	-131.613	-13.387
69.304	-147	55.1209	-131.652	-15.3484
69.3333	-146	55.1502	-131.69	-14.3098
69.3626	-144	55.1795	-131.729	-12.2713
69.3919	-141	55.2088	-131.767	-9.23275
69.4213	-139	55.2381	-131.806	-7.19427
69.4506	-139	55.2674	-131.844	-7.15584
69.4798	-141	55.2967	-131.883	-9.11744
69.5092	-143	55.326	-131.921	-11.0791
69.5385	-144	55.3553	-131.959	-12.0407
69.5678	-144	55.3846	-131.998	-12.0024
69.5971	-145	55.4139	-132.036	-12.9642
69.6264	-146	55.4432	-132.074	-13.926
69.6557	-146	55.4725	-132.112	-13.8878
69.685	-146	55.5018	-132.15	-13.8496
69.7143	-146	55.5311	-132.189	-13.8115
69.7436	-145	55.5604	-132.227	-12.7734
69.7729	-143	55.5897	-132.265	-10.7354
69.8022	-142	55.6191	-132.303	-9.69733
69.8315	-143	55.6484	-132.341	-10.6594
